ID,DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,Latitude,Longitude,FRP
352,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,AmazÙnia,4,0,-3.34839,-60.45315,9.8
353,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAAPIRANGA,AmazÙnia,0,0,-3.26982,-61.12161,13.4
354,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0.23,-3.23236,-60.79935,24.5
355,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0.4,-3.22473,-60.80953,23.3
356,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0.32,-3.22344,-60.80065,38.8
357,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0.76,-3.21716,-60.88325,7.9
358,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0,-3.15445,-60.57513,7.5
359,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,5,0.1,-3.12682,-60.70258,46.8
360,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,IRANDUBA,AmazÙnia,5,0.1,-3.12553,-60.69371,28
361,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,IRANDUBA,AmazÙnia,4,0.28,-2.95334,-60.90327,58.6
362,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,IRANDUBA,AmazÙnia,4,0.27,-2.95205,-60.89438,7.7
363,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,NOVO AIR√O,AmazÙnia,3,0,-2.49844,-61.07294,10.8
364,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,3,0,-3.49204,-59.9839,12
365,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,3,0,-3.49075,-59.97497,12.8
366,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,4,0,-3.48827,-60.02094,17.1
367,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,3,0,-3.4831,-59.98521,5.9
368,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,3,0,-3.48181,-59.97628,35.3
369,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,3,0,-3.48052,-59.96733,13.7
370,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,4,0,-3.39985,-59.91518,10.8
371,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,IRANDUBA,AmazÙnia,5,0,-3.18622,-60.02835,7.4
372,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,RIO PRETO DA EVA,AmazÙnia,0,0,-2.56223,-59.85392,10.2
373,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,4,0,-3.95366,-61.51629,17.1
374,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,4,0,-3.9446,-61.51761,18.3
375,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BORBA,AmazÙnia,3,0,-4.34604,-60.91945,13.4
376,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BERURI,AmazÙnia,4,0,-4.31529,-60.89643,7.2
377,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BERURI,AmazÙnia,4,0,-4.314,-60.88747,7.4
378,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,0,0.84,-3.99105,-60.43395,13.1
379,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,AmazÙnia,4,0,-3.90735,-60.94019,18
380,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,AmazÙnia,4,0.1,-3.83689,-60.76813,30.1
381,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,AmazÙnia,4,0.1,-3.82668,-60.76053,7.8
382,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,0,0.61,-3.82001,-60.46205,8.2
383,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,0,0.34,-3.81994,-60.39861,9.9
384,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BERURI,AmazÙnia,4,0,-3.76253,-61.27664,9.1
385,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,AmazÙnia,0,0.1,-3.7429,-60.50694,7
386,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,0,0,-3.73066,-60.28471,11.4
387,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,4,0,-3.72411,-60.17676,8.4
388,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,AmazÙnia,1,0.1,-3.7238,-60.50067,50.4
389,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,4,0,-3.72283,-60.16787,36.1
390,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,AmazÙnia,1,0.1,-3.72251,-60.49179,68.4
391,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,4,0,-3.71519,-60.17806,14.9
392,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,4,0,-3.71391,-60.16917,58.2
393,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0,-3.70948,-61.03605,5.8
394,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,2,0,-3.70569,-60.24959,23.7
395,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,2,0,-3.7044,-60.24071,10.9
396,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,4,0,-3.70047,-60.15053,13.7
397,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,2,0,-3.69179,-60.34226,20.3
398,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,2,0,-3.68416,-60.35244,11.9
399,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAREIRO,AmazÙnia,2,0,-3.68288,-60.34356,9.6
400,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0,-3.66218,-61.08872,35.9
401,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0,-3.65425,-61.10548,34.1
402,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0,-3.65295,-61.0965,10.1
403,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,AmazÙnia,4,0,-3.58372,-60.99677,13.8
404,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BORBA,AmazÙnia,5,0,-5.01086,-60.67321,5.7
405,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BERURI,AmazÙnia,4,0,-4.68902,-61.31413,21.4
406,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BERURI,AmazÙnia,4,0,-4.63458,-61.25649,9.7
407,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BORBA,AmazÙnia,4,0,-4.57806,-61.18725,6.6
408,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BORBA,AmazÙnia,4,0,-4.52387,-61.13015,6.7
409,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BORBA,AmazÙnia,4,0,-4.51357,-61.12238,13.4
410,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BORBA,AmazÙnia,2,0,-4.47984,-60.18059,10.2
411,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,MANICOR…,AmazÙnia,2,2.9,-5.5449,-61.50643,9.4
412,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUAN√,AmazÙnia,4,0.69,-5.50033,-60.61679,11.9
413,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUAN√,AmazÙnia,4,0.65,-5.49137,-60.6181,22.8
414,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUAN√,AmazÙnia,4,0.55,-5.49008,-60.60912,8.3
415,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,3,0,-3.60767,-61.54379,29.8
416,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,2,0,-3.59749,-61.60152,28.8
417,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,3,0,-3.5973,-61.53593,15.5
418,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,2,0,-3.59617,-61.59231,11.4
419,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,2,0,-3.59485,-61.58311,17.7
420,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,2,0,-3.58825,-61.53724,12.2
421,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,2,0,-3.54171,-61.53461,38.2
422,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,2,0,-3.5404,-61.52544,7.4
423,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,2,0,-3.53198,-61.53323,16.2
424,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,2,0,-3.53065,-61.52407,24.6
425,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CODAJ¡S,AmazÙnia,2,0,-3.52191,-62.16073,15.1
426,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANAM√,AmazÙnia,2,0,-3.52161,-61.52539,48
427,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAAPIRANGA,AmazÙnia,1,0.49,-3.14322,-61.52073,21.9
428,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAAPIRANGA,AmazÙnia,1,0.56,-3.1419,-61.51162,51.8
429,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CAAPIRANGA,AmazÙnia,4,0.1,-3.01411,-61.38779,13.3
430,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,5,0,-3.79234,-61.74071,19.4
431,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,5,0,-3.78322,-61.74203,28.2
432,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,5,0,-3.75851,-61.76463,13.1
433,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,5,0,-3.75719,-61.7553,14.8
434,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,4,0,-3.75455,-61.73668,24
435,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,4,0,-3.75046,-61.64257,15.5
436,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,4,0,-3.74404,-61.7257,15.4
437,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,4,0,-3.73627,-61.73632,18.5
438,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,4,0,-3.72581,-61.7283,13.4
439,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,4,0,-3.7167,-61.72962,42.2
440,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,ANORI,AmazÙnia,3,0,-3.69582,-61.71366,15.8
441,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CODAJ¡S,AmazÙnia,2,0,-3.64542,-62.19946,33.9
442,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,TAPAU¡,AmazÙnia,2,3.02,-5.15209,-62.51704,31.9
443,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,TAPAU¡,AmazÙnia,2,2.9,-5.14849,-62.52433,40.9
444,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,UARINI,AmazÙnia,3,40.89,-3.21035,-65.1696,14.7
445,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,UARINI,AmazÙnia,4,40.94,-3.19918,-65.1712,81.5
446,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,UARINI,AmazÙnia,1,35.46,-2.97616,-65.21468,50.6
447,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,TEF…,AmazÙnia,2,4.33,-4.46269,-65.50362,13.4
448,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,TEF…,AmazÙnia,2,4.21,-4.46058,-65.51347,68.7
449,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,TEF…,AmazÙnia,2,4.44,-4.45842,-65.49743,254.9
450,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,TEF…,AmazÙnia,1,4.41,-4.45094,-65.50512,228.2
451,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,TEF…,AmazÙnia,1,4.67,-4.4487,-65.48931,46.2
452,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.12338,-67.01085,73.7
453,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.01273,-67.11449,62.2
454,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-8.57725,-67.14727,36.3
455,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,0,0,-9.34013,-66.54413,110.8
456,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,0,0,-9.33398,-66.55206,107.1
457,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.19342,-65.8781,22.2
458,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.19084,-65.85759,33.1
459,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.18456,-66.09737,45.5
460,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.18068,-65.86349,26.1
461,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.082,-66.11826,78.3
462,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.04724,-66.05788,24.5
463,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.03918,-65.99447,36.9
464,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.03905,-65.8891,33.1
465,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-8.97705,-66.00785,27.9
466,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-8.97435,-65.98697,38.2
467,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-8.73956,-66.61679,40.2
468,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-8.73393,-66.62257,58.6
469,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-8.73087,-66.59949,74.8
470,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-8.66201,-66.60836,45
471,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-8.65537,-66.6161,37.2
472,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.48911,-67.04885,33.1
473,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.45863,-67.15869,56.7
474,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.45691,-67.16626,42.8
475,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.44408,-67.16063,48.6
476,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.45538,-67.13229,39.3
477,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.45346,-67.13987,78.4
478,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,JUTAÕ,AmazÙnia,2,2.31,-2.83361,-66.82217,15.4
479,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,JUTAÕ,AmazÙnia,2,0.6,-2.76303,-67.06245,32.7
480,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,JUTAÕ,AmazÙnia,3,0.2,-2.68171,-67.23829,14.7
481,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,JUTAÕ,AmazÙnia,2,2.87,-2.41418,-66.62165,20.7
482,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,JUTAÕ,AmazÙnia,2,2.74,-2.4116,-66.62912,28.4
483,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,JUTAÕ,AmazÙnia,3,0.14,-3.12291,-67.12624,19.7
484,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,JUTAÕ,AmazÙnia,2,0.6,-2.76111,-67.0578,32.9
485,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,PAUINI,AmazÙnia,2,0,-7.44098,-67.74537,38.9
486,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,TAPAU¡,AmazÙnia,3,0,-6.82016,-66.95315,20.2
487,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.37521,-67.83274,80.6
488,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.20528,-67.92615,58.8
489,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.20159,-67.89626,34.5
490,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.19065,-67.80774,24.3
491,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.18704,-67.77855,25.1
492,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.15417,-68.25241,38.6
493,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.14328,-67.91073,79.3
494,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.14015,-67.90418,88.9
495,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.13953,-67.88105,51.4
496,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.09436,-67.7678,44.9
497,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.01558,-67.4964,327.3
498,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.01473,-67.49165,508.7
499,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,1,0,-9.01205,-67.46901,610.6
500,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-9.0114,-67.46423,461.1
501,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,0,0,-8.909,-68.7345,69.2
502,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,0,0,-8.90166,-68.74261,84.1
503,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,0,-8.89232,-67.60386,44.6
504,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,1,0,-8.88884,-67.576,50.6
505,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,0,0,-8.10689,-68.20435,26.1
506,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,0,0,-8.10313,-68.19794,21.1
507,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BARCELOS,AmazÙnia,7,0,-1.74073,-62.7764,8.3
508,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0.21,-7.34048,-64.69886,26.7
509,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0.3,-7.33837,-64.68336,149.9
510,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0.49,-7.22579,-64.70584,13
511,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.28299,-65.65326,112.7
512,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.27014,-65.65516,45.4
513,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.22213,-65.79112,48.3
514,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.21031,-65.38744,72.7
515,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.2065,-65.37582,116.4
516,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.19393,-65.37749,61.9
517,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.17889,-65.36043,37.5
518,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.16635,-65.36218,61.5
519,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.13408,-65.30979,37.1
520,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.11016,-65.72866,21.6
521,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,AmazÙnia,2,0,-8.86386,-64.28074,26.4
522,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,AmazÙnia,2,0,-8.85767,-64.23508,34.6
523,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,AmazÙnia,2,0.05,-8.85035,-64.26701,25
524,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.46329,-65.84464,38.9
525,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.46305,-65.83087,60.9
526,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.46072,-65.82418,38.1
527,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0,-9.42818,-65.46331,36.9
528,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,SANTO ANT‘NIO DO I«¡,AmazÙnia,3,0,-3.06894,-68.96879,89.1
529,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,EIRUNEP…,AmazÙnia,0,0,-6.56826,-69.85289,60.1
530,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BENJAMIN CONSTANT,AmazÙnia,2,0,-4.41897,-69.90104,60.1
531,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BENJAMIN CONSTANT,AmazÙnia,1,0,-4.41412,-69.90633,37
532,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,BENJAMIN CONSTANT,AmazÙnia,0,0,-4.31451,-69.92001,61.7
533,10/3/2023,AQUA_M-T,Brasil,AMAZONAS,EIRUNEP…,AmazÙnia,0,0,-6.56585,-69.85718,54.3
534,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,2.59,-9.0191,-67.00272,18.9
535,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,2.69,-9.01101,-67.01511,71
536,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,10.46,-8.76136,-67.19453,13.6
537,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,24.02,-8.64548,-66.56812,23
538,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,2,20.22,-8.60567,-67.18729,17.3
539,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,29.03,-8.56615,-66.99323,14.3
540,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,1.92,-9.02574,-67.04605,12.2
541,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0.4,-9.15801,-67.05289,21.8
542,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,11.63,-9.31221,-65.85932,23.1
543,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,10.75,-9.30175,-65.86108,37.2
544,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,3,0,-9.29068,-67.31767,75.6
545,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,3,0,-9.28912,-67.30728,33.7
546,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,AmazÙnia,3,0,-9.278,-67.2984,12.6
547,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.22846,-67.16621,21.8
548,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,2.51,-9.01268,-67.02592,19.5
549,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,2.91,-9.00934,-67.00425,35.4
550,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,24.07,-8.65506,-66.57307,21.6
551,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,23.95,-8.64499,-66.57465,29.8
552,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.74296,-66.85029,9.6
553,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.6828,-67.06432,180.4
554,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.67316,-67.06583,17.2
555,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.67154,-67.05525,29
556,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0.14,-9.52841,-66.78432,14.3
557,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,3,0,-9.46945,-67.13214,19
558,10/4/2023,AQUA_M-T,Brasil,AMAZONAS,L¡BREA,AmazÙnia,2,0.65,-9.4679,-66.73264,34.7
